tractid,twp,rge,lnbonuspad_res,roy_res,numbids,auctionyear
505,-4,7,-.2986739,.028532,3,1996
505,-4,7,.105509,.0135321,3,1996
505,-4,7,.8925659,.014532,3,1996
505,-4,8,-.2986739,.028532,3,1996
505,-4,8,.105509,.0135321,3,1996
505,-4,8,.8925659,.014532,3,1996
506,-4,7,-.2986739,.028532,4,1996
506,-4,7,.105509,.0135321,4,1996
506,-4,7,.8381435,.0135321,4,1996
506,-4,7,1.22437,.014532,4,1996
506,-4,8,-.2986739,.028532,4,1996
506,-4,8,.105509,.0135321,4,1996
506,-4,8,.8381435,.0135321,4,1996
506,-4,8,1.22437,.014532,4,1996
507,-5,10,-.2986739,.028532,4,1996
507,-5,10,-.0544088,.0135321,4,1996
507,-5,10,.105509,.0135321,4,1996
507,-5,10,.8925659,.014532,4,1996
508,-19,15,-.7986944,-.026468,3,1996
508,-19,15,-.3709553,-.026468,3,1996
508,-19,15,.1121366,-.0064679,3,1996
509,-1,-12,-.9683326,.0135321,2,1996
509,-1,-12,-.4111035,-.011468,2,1996
510,-2,-12,-.9781106,.0135321,2,1996
510,-2,-12,-.5718978,.0135321,2,1996
511,-2,-11,-.9781106,.0135321,2,1996
511,-2,-11,-.1813181,.0135321,2,1996
512,-2,-11,-.9781106,.0135321,2,1996
512,-2,-11,-.1813181,.0135321,2,1996
513,-1,-6,.0132768,-.011468,2,1996
513,-1,-6,.1884195,.0135321,2,1996
514,-1,-6,-2.264301,-.011468,2,1996
514,-1,-6,.1884195,.0135321,2,1996
515,-1,-6,.0132768,-.011468,2,1996
515,-1,-6,.1884195,.0135321,2,1996
516,-1,-5,-.0723198,.0135321,3,1996
516,-1,-5,.0132768,-.011468,3,1996
516,-1,-5,.1088283,.0135321,3,1996
517,-1,-5,-.0723198,.0135321,3,1996
517,-1,-5,.0132768,-.011468,3,1996
517,-1,-5,.1088283,.0135321,3,1996
518,-1,-5,-.4111035,-.011468,3,1996
518,-1,-5,-.0723198,.0135321,3,1996
518,-1,-5,.1088283,.0135321,3,1996
519,1,-3,1.470537,.0135321,2,1996
519,1,-3,1.569871,.0135321,2,1996
520,-2,-11,-.2887614,.0135321,3,1996
520,-2,-11,.4000074,.018532,3,1996
520,-2,-11,.6173031,.0135321,3,1996
521,-18,22,-.3926046,-.0244679,3,1996
521,-18,22,.0187308,-.0084679,3,1996
521,-18,22,.1446311,.003532,3,1996
521,-18,23,-.3926046,-.0244679,3,1996
521,-18,23,.0187308,-.0084679,3,1996
521,-18,23,.1446311,.003532,3,1996
521,-17,22,-.3926046,-.0244679,3,1996
521,-17,22,.0187308,-.0084679,3,1996
521,-17,22,.1446311,.003532,3,1996
521,-17,23,-.3926046,-.0244679,3,1996
521,-17,23,.0187308,-.0084679,3,1996
521,-17,23,.1446311,.003532,3,1996
522,-18,22,.0259573,.003532,3,1996
522,-18,22,.0437977,-.0244679,3,1996
522,-18,22,.3281395,-.0004679,3,1996
522,-18,23,.0259573,.003532,3,1996
522,-18,23,.0437977,-.0244679,3,1996
522,-18,23,.3281395,-.0004679,3,1996
522,-17,22,.0259573,.003532,3,1996
522,-17,22,.0437977,-.0244679,3,1996
522,-17,22,.3281395,-.0004679,3,1996
522,-17,23,.0259573,.003532,3,1996
522,-17,23,.0437977,-.0244679,3,1996
522,-17,23,.3281395,-.0004679,3,1996
523,-19,25,-.4316562,-.0164679,2,1996
523,-19,25,-.1991938,-.0139679,2,1996
524,-19,25,-.4316562,-.0164679,2,1996
524,-19,25,-.1991938,-.0139679,2,1996
525,17,-11,-1.579576,-.026468,2,1996
525,17,-11,-1.493718,-.0364679,2,1996
526,-6,3,-1.378004,-.0349012,3,1997
526,-6,3,-.703104,-.0349012,3,1997
526,-6,3,.1123242,.0150988,3,1997
527,-6,1,.4460478,.0150988,2,1997
527,-6,1,.8567286,.0150988,2,1997
527,-6,2,.4460478,.0150988,2,1997
527,-6,2,.8567286,.0150988,2,1997
528,-4,7,-.2993569,-.0099012,2,1997
528,-4,7,-.1552386,.0150988,2,1997
528,-4,8,-.2993569,-.0099012,2,1997
528,-4,8,-.1552386,.0150988,2,1997
529,-1,-7,-.1579313,.0150988,2,1997
529,-1,-7,1.370787,.0150988,2,1997
530,-1,-7,-.1579313,.0150988,2,1997
530,-1,-7,1.370787,.0150988,2,1997
531,-2,-5,-.1579313,.0150988,2,1997
531,-2,-5,.6849113,.0150988,2,1997
532,-15,-7,-.2758207,-.0049012,2,1997
532,-15,-7,.1442375,.0150988,2,1997
532,-15,-6,-.2758207,-.0049012,2,1997
532,-15,-6,.1442375,.0150988,2,1997
533,-13,12,-.5298772,-.0149012,2,1997
533,-13,12,-.3154249,-.0199012,2,1997
533,-13,13,-.5298772,-.0149012,2,1997
533,-13,13,-.3154249,-.0199012,2,1997
534,-1,-7,.0012579,.0150988,2,1997
534,-1,-7,1.026896,.0150988,2,1997
535,-3,7,-1.794129,-.0349012,2,1997
535,-3,7,-.4194007,.0150988,2,1997
536,-20,26,.0174775,-.0049012,2,1997
536,-20,26,.9266539,-.0049012,2,1997
537,-17,10,-.5446129,-.0149012,2,1997
537,-17,10,-.4179831,-.0299012,2,1997
538,-20,18,.1435118,.0150988,2,1997
538,-20,18,1.049342,.0150988,2,1997
539,-19,24,.061059,-.0049012,2,1997
539,-19,24,.3565521,.0163488,2,1997
540,-15,3,.5416183,-.0099012,2,1997
540,-15,3,.8298783,.0150988,2,1997
541,-22,31,-.6639571,-.0099012,2,1997
541,-22,31,-.4179826,.0000988,2,1997
542,-11,-4,-.968164,-.0474012,2,1997
542,-11,-4,.3040786,.0150988,2,1997
543,-21,22,-.9344859,-.0149012,2,1997
543,-21,22,.4876852,-.0149012,2,1997
544,-17,19,-.1763677,.0150988,2,1997
544,-17,19,.3847146,.0150988,2,1997
545,-22,31,-.7779034,-.0119583,5,1998
545,-22,31,-.2908982,.0080417,5,1998
545,-22,31,-.0528997,.0080417,5,1998
545,-22,31,1.071398,.0080417,5,1998
545,-22,31,1.080333,-.0319583,5,1998
546,-2,-6,.1691472,.1330417,3,1998
546,-2,-6,.2718526,.0080417,3,1998
546,-2,-6,1.763655,.0080417,3,1998
547,-20,18,.8771965,-.0119583,2,1998
547,-20,18,1.335092,.0080417,2,1998
548,-15,-6,-1.004562,-.0419583,2,1998
548,-15,-6,-.1631201,.0100417,2,1998
549,-15,-6,-.2831396,.0080417,2,1998
549,-15,-6,-.1294225,.0130417,2,1998
550,-16,13,.0680992,.0180417,2,1998
550,-16,13,.8751122,.0130417,2,1998
551,-2,-6,.0209185,-.0419583,2,1998
551,-2,-6,.0321929,.0080417,2,1998
552,-9,-7,-.1416562,.0080417,2,1998
552,-9,-7,-.0618161,-.0119583,2,1998
553,18,-4,-1.205685,-.0319583,2,1998
553,18,-4,-.5358942,.0080417,2,1998
554,20,-14,-1.920332,-.0419583,2,1998
554,20,-14,-.99767,-.0419583,2,1998
555,-10,3,.4800919,.0190625,2,1999
555,-10,3,.6030868,.0140625,2,1999
556,16,-12,-1.011513,-.0309375,2,1999
556,16,-12,-.5543677,.0090625,2,1999
557,17,-10,-.799833,-.0484375,2,1999
557,17,-10,.5836647,.0090625,2,1999
558,-11,4,.0673564,.0140625,2,1999
558,-11,4,.6315134,.0140625,2,1999
559,-11,-4,.109211,.0019,2,2000
559,-11,-4,.3674975,-.0181,2,2000
560,-1,-4,-.5024952,.0019,2,2000
560,-1,-4,.3813778,.0019,2,2000
561,-1,-4,-.1192321,.0019,2,2000
561,-1,-4,.2667456,.0019,2,2000
562,-22,31,.0061841,.0019,2,2000
562,-22,31,.0750199,.0029,2,2000
563,16,-5,-.3958743,-5.55e-17,2,2001
563,16,-5,.3958743,-5.55e-17,2,2001
564,17,3,-.0393349,.0258333,2,2002
564,17,3,.6240018,.0008333,2,2002
565,-15,24,-.6150863,.0008333,2,2002
565,-15,24,-.0133449,.0008333,2,2002
566,-20,29,-.1506197,.0008333,2,2002
566,-20,29,.1943839,-.0291667,2,2002
567,15,3,-.5238152,.009375,2,2003
567,15,3,-.2039394,.009375,2,2003
568,-19,21,.2674208,-.000625,2,2003
568,-19,21,.4603338,-.018125,2,2003
