win,dcn,drn,diffc,diffr,lndiffc,index,n,cash,roy,oroy,ocash
1,.602,.604,250.5,.005,.1846996,.552,475,1485.36,.26,.255,1234.86
0,.136,.176,-1234.86,-.035,-.8685277,.736,476,892.6271,.215,.25,2127.487
1,.862,.82,1234.86,.035,.8685277,.736,476,2127.487,.25,.215,892.6272
0,.672,.346,282.7519,-.01,.2995205,.042,477,1092.438,.2,.21,809.6862
1,.328,.636,-282.7519,.01,-.2995205,.042,477,809.6862,.21,.2,1092.438
0,.394,.374,-256.1469,-.0065,-.1886821,.48,478,1233.51,.25,.2565,1489.656
1,.606,.624,256.1469,.0065,.1886821,.48,478,1489.656,.2565,.25,1233.51
0,.444,.374,-132.8313,-.0065,-.1022729,.486,479,1233.51,.25,.2565,1366.341
1,.556,.624,132.8313,.0065,.1022729,.486,479,1366.341,.2565,.25,1233.51
0,.408,.88,-44.97021,.05,-.1731437,.052,480,237.8911,.25,.2,282.8613
1,.592,.094,44.97021,-.05,.1731437,.052,480,282.8613,.2,.25,237.8911
0,.28,.31,-96.07275,-.0125,-.4149794,.052,481,186.7886,.1875,.2,282.8613
1,.72,.672,96.07275,.0125,.4149794,.052,481,282.8613,.2,.1875,186.7886
0,.82,.002,87.31428,-.2375,.6927311,.582,482,174.7013,.1875,.425,87.38699
1,.178,.996,-87.31428,.2375,-.6927311,.582,482,87.38699,.425,.1875,174.7013
0,.504,.22,1.361267,-.025,.0018542,.432,483,734.8288,.25,.275,733.4675
1,.496,.754,-1.361267,.025,-.0018542,.432,483,733.4675,.275,.25,734.8288
0,.072,.05,-1788.171,-.08,-1.264732,.608,484,703.4109,.23,.31,2491.582
1,.928,.95,1788.171,.08,1.264732,.608,484,2491.582,.31,.23,703.4109
0,.456,.622,-161.9764,.0051,-.0879687,.674,485,1761.495,.2601,.255,1923.471
1,.544,.376,161.9764,-.0051,.0879687,.674,485,1923.471,.255,.2601,1761.495
0,.112,.126,-943.2936,-.0463,-1.013556,.68,486,537.372,.231,.2773,1480.666
1,.888,.872,943.2936,.0463,1.013556,.68,486,1480.666,.2773,.231,537.372
0,.272,.124,-624.5514,-.0475,-.434011,.65,487,1149.264,.241,.2885,1773.816
1,.728,.874,624.5514,.0475,.434011,.65,487,1773.816,.2885,.241,1149.264
0,.234,.396,-501.2068,-.0049,-.5281537,.94,488,720.3334,.2551,.26,1221.54
1,.764,.604,501.2068,.0049,.5281537,.94,488,1221.54,.26,.2551,720.3334
0,.042,.056,-965.631,-.0725,-1.563045,.94,489,255.9093,.1875,.26,1221.54
1,.956,.944,965.631,.0725,1.563045,.94,489,1221.54,.26,.1875,255.9093
0,.218,.418,-528.8792,0,-.567327,.94,490,692.6611,.26,.26,1221.54
1,.782,.418,528.8792,0,.567327,.94,490,1221.54,.26,.26,692.6611
0,.284,.712,-351.7559,.02,-.4106732,.75,491,692.6611,.25,.23,1044.417
1,.714,.266,351.7559,-.02,.4106732,.75,491,1044.417,.23,.25,692.6611
0,.624,.146,262.7877,-.04,.2157708,.862,492,1354.017,.21,.25,1091.23
1,.374,.842,-262.7877,.04,-.2157708,.862,492,1091.23,.25,.21,1354.017
0,.588,.192,133.0728,-.03,.1681369,.812,493,859.8552,.22,.25,726.7823
1,.412,.788,-133.0728,.03,-.1681369,.812,493,726.7823,.25,.22,859.8552
0,.312,.028,-339.3318,-.09,-.33427,.792,494,854.9117,.21,.3,1194.244
1,.688,.972,339.3318,.09,.33427,.792,494,1194.244,.3,.21,854.9117
0,.252,.418,-474.285,0,-.5060746,.792,495,719.9586,.3,.3,1194.244
1,.748,.418,474.285,0,.5060746,.792,495,1194.244,.3,.3,719.9586
0,.378,.144,-228.0665,-.04,-.2119211,.792,496,966.1771,.26,.3,1194.244
1,.622,.854,228.0665,.04,.2119211,.792,496,1194.244,.3,.26,966.1771
0,.334,.14,-319.8823,-.0427,-.2899186,.374,497,951.1282,.225,.2677,1271.01
1,.666,.86,319.8823,.0427,.2899186,.374,497,1271.01,.2677,.225,951.1282
0,.206,.302,-616.9133,-.015,-.59896,.854,498,752.1272,.25,.265,1369.041
1,.794,.696,616.9133,.015,.59896,.854,498,1369.041,.265,.25,752.1272
0,.468,.158,-23.66241,-.04,-.0553501,.566,499,415.7827,.2,.24,439.4451
1,.53,.836,23.66241,.04,.0553501,.566,499,439.4451,.24,.2,415.7827
0,.224,.218,-503.2113,-.0261,-.5494873,.926,500,687.1049,.225,.2511,1190.316
1,.774,.782,503.2113,.0261,.5494873,.926,500,1190.316,.2511,.225,687.1049
0,.496,.408,-5.652588,-.0011,-.0047601,.926,501,1184.664,.25,.2511,1190.316
1,.504,.59,5.652588,.0011,.0047601,.926,501,1190.316,.2511,.25,1184.664
0,.416,.636,-167.2408,.0089,-.1514058,.926,502,1023.075,.26,.2511,1190.316
1,.582,.364,167.2408,-.0089,.1514058,.926,502,1190.316,.2511,.26,1023.075
0,.314,.836,-365.5533,.04,-.3262157,.796,503,947.7308,.26,.22,1313.284
1,.686,.158,365.5533,-.04,.3262157,.796,503,1313.284,.22,.26,947.7308
0,.408,.836,-230.1631,.04,-.1730191,.798,504,1218.511,.26,.22,1448.674
1,.59,.158,230.1631,-.04,.1730191,.798,504,1448.674,.22,.26,1218.511
0,.268,.836,-595.7166,.04,-.4473122,.806,505,1056.043,.26,.22,1651.76
1,.732,.158,595.7166,-.04,.4473122,.806,505,1651.76,.22,.26,1056.043
0,.35,.604,-308.0126,.005,-.2573892,.912,506,1049.273,.255,.25,1357.286
1,.648,.38,308.0126,-.005,.2573892,.912,506,1357.286,.25,.255,1049.273
0,.422,.754,-209.8546,.025,-.1431008,.926,507,1364.055,.25,.225,1573.91
1,.576,.22,209.8546,-.025,.1431008,.926,507,1573.91,.225,.25,1364.055
0,.48,.418,-5.104126,0,-.0287101,.394,508,175.2418,.1875,.1875,180.3459
1,.52,.418,5.104126,0,.0287101,.394,508,180.3459,.1875,.1875,175.2418
0,.222,.146,-252.438,-.04,-.5596159,.358,509,336.5839,.21,.25,589.0219
1,.778,.842,252.438,.04,.5596159,.358,509,589.0219,.25,.21,336.5839
0,.106,.22,-2655.647,-.025,-1.052655,.422,510,1423.75,.25,.275,4079.397
1,.894,.754,2655.647,.025,1.052655,.422,510,4079.397,.275,.25,1423.75
0,.404,.174,-81.39941,-.0378,-.1773757,.134,511,419.4124,.2222,.26,500.8118
1,.596,.826,81.39941,.0378,.1773757,.134,511,500.8118,.26,.2222,419.4124
0,.288,.418,-333.741,0,-.4054651,.36,512,667.482,.2,.2,1001.223
1,.712,.418,333.741,0,.4054651,.36,512,1001.223,.2,.2,667.482
0,.224,.418,-124.1312,0,-.5542296,.27,513,167.6091,.25,.25,291.7403
1,.776,.418,124.1312,0,.5542296,.27,513,291.7403,.25,.25,167.6091
0,.124,.31,-100.5655,-.0125,-.9162907,.176,514,67.04366,.1875,.2,167.6091
1,.874,.672,100.5655,.0125,.9162907,.176,514,167.6091,.2,.1875,67.04366
0,.166,.25,-617.1368,-.0235,-.7280178,.466,515,576.2402,.2275,.251,1193.377
1,.834,.75,617.1368,.0235,.7280178,.466,515,1193.377,.251,.2275,576.2402
0,.254,.968,-673.3514,.0883,-.5029515,.262,516,1030.228,.255,.1667,1703.579
1,.746,.03,673.3514,-.0883,.5029515,.262,516,1703.579,.1667,.255,1030.228
0,.524,.038,6.733536,-.0833,.0384664,.11,517,178.4382,.1667,.25,171.7046
1,.476,.952,-6.733536,.0833,-.0384664,.11,517,171.7046,.25,.1667,178.4382
0,.488,.31,-7.753052,-.013,-.0139057,.112,518,553.6755,.252,.265,561.4286
1,.512,.69,7.753052,.013,.0139057,.112,518,561.4286,.265,.252,553.6755
0,.214,.418,-591.5052,0,-.5745415,.428,519,761.9388,.255,.255,1353.444
1,.784,.418,591.5052,0,.5745415,.428,519,1353.444,.255,.255,761.9388
0,.342,.064,-21.05357,-.0625,-.2738367,.304,520,66.83674,.125,.1875,87.89031
1,.656,.926,21.05357,.0625,.2738367,.304,520,87.89031,.1875,.125,66.83674
0,.248,.712,-333.7221,.02,-.5108256,.464,521,500.5832,.25,.23,834.3052
1,.75,.266,333.7221,-.02,.5108256,.464,521,834.3052,.23,.25,500.5832
0,.246,.712,-333.7221,.02,-.5108256,.434,522,500.5831,.25,.23,834.3052
1,.752,.266,333.7221,-.02,.5108256,.434,522,834.3052,.23,.25,500.5831
0,.17,.246,-435.7774,-.025,-.7136234,.236,523,418.4636,.2,.225,854.241
1,.83,.752,435.7774,.025,.7136234,.236,523,854.241,.225,.2,418.4636
0,.44,.266,-106.034,-.02,-.1085136,.576,524,925.0909,.23,.25,1031.125
1,.56,.712,106.034,.02,.1085136,.576,524,1031.125,.25,.23,925.0909
0,.324,.748,-269.0569,.023,-.3063127,.49,525,750.7021,.225,.202,1019.759
1,.674,.25,269.0569,-.023,.3063127,.49,525,1019.759,.202,.225,750.7021
0,.174,.876,-514.8621,.048,-.7029672,.49,526,504.897,.25,.202,1019.759
1,.824,.124,514.8621,-.048,.7029672,.49,526,1019.759,.202,.25,504.897
0,.302,.402,-624.4778,-.0025,-.3662757,.248,527,1411.719,.2625,.265,2036.196
1,.698,.594,624.4778,.0025,.3662757,.248,527,2036.196,.265,.2625,1411.719
0,.41,.712,-107.1147,.02,-.1729098,.002,528,567.4685,.25,.23,674.5833
1,.59,.266,107.1147,-.02,.1729098,.002,528,674.5833,.23,.25,567.4685
0,.112,.192,-426.0037,-.03,-.998332,.002,529,248.5796,.2,.23,674.5833
1,.888,.788,426.0037,.03,.998332,.002,529,674.5833,.23,.2,248.5796
0,.086,.176,-188.5018,-.0360333,-1.181973,.058,530,83.37834,.1666667,.2027,271.8801
1,.914,.824,188.5018,.0360333,1.181973,.058,530,271.8801,.2027,.1666667,83.37834
0,.034,.292,-221.8531,-.0152,-1.692798,.058,531,50.02701,.1875,.2027,271.8801
1,.964,.708,221.8531,.0152,1.692798,.058,531,271.8801,.2027,.1875,50.02701
0,.488,.094,-4.172058,-.05,-.0123689,.23,532,335.2217,.2,.25,339.3938
1,.512,.88,4.172058,.05,.0123689,.23,532,339.3938,.25,.2,335.2217
0,.616,.064,74.50107,-.0625,.1984509,.23,533,413.8949,.1875,.25,339.3938
1,.382,.926,-74.50107,.0625,-.1984509,.23,533,339.3938,.25,.1875,413.8949
0,.516,.094,8.277893,-.05,.0240975,.23,534,347.6717,.2,.25,339.3938
1,.484,.88,-8.277893,.05,-.0240975,.23,534,339.3938,.25,.2,347.6717
0,.376,.712,-70.1416,.02,-.2119339,.082,535,297.1269,.19,.17,367.2685
1,.622,.266,70.1416,-.02,.2119339,.082,535,367.2685,.17,.19,297.1269
0,.256,.836,-143.5887,.04,-.4958774,.082,536,223.6798,.21,.17,367.2685
1,.744,.158,143.5887,-.04,.4958774,.082,536,367.2685,.17,.21,223.6798
0,.27,.192,-409.9865,-.03,-.4418328,.118,537,737.9755,.22,.25,1147.962
1,.73,.788,409.9865,.03,.4418328,.118,537,1147.962,.25,.22,737.9755
0,.448,.88,-92.97784,.05,-.0977704,.164,538,905.2499,.25,.2,998.2277
1,.552,.094,92.97784,-.05,.0977704,.164,538,998.2277,.2,.25,905.2499
0,.29,.38,-236.8737,-.005,-.3930326,.224,539,491.9836,.215,.22,728.8574
1,.708,.604,236.8737,.005,.3930326,.224,539,728.8574,.22,.215,491.9836
0,.324,.88,-88.25565,.05,-.3074847,.044,540,245.1546,.25,.2,333.4102
1,.676,.094,88.25565,-.05,.3074847,.044,540,333.4102,.2,.25,245.1546
0,.084,.18,-370.8364,-.0333333,-1.187318,.066,541,162.7705,.1666667,.2,533.6069
1,.916,.812,370.8364,.0333333,1.187318,.066,541,533.6069,.2,.1666667,162.7705
0,.306,.418,-48.61515,0,-.3566749,.08,542,113.4354,.1666667,.1666667,162.0505
1,.694,.418,48.61515,0,.3566749,.08,542,162.0505,.1666667,.1666667,113.4354
0,.468,.22,-14.50215,-.025,-.0569202,.06,543,247.5979,.19,.215,262.1
1,.532,.754,14.50215,.025,.0569202,.06,543,262.1,.215,.19,247.5979
0,.358,.346,-26.53497,-.01,-.2430001,.282,544,96.46671,.25,.26,123.0017
1,.64,.636,26.53497,.01,.2430001,.282,544,123.0017,.26,.25,96.46671
0,.116,.192,-771.7336,-.03,-.9555114,.418,545,482.3335,.225,.255,1254.067
1,.884,.788,771.7336,.03,.9555114,.418,545,1254.067,.255,.225,482.3335
0,.296,.192,-399.1791,-.03,-.3831768,.418,546,854.888,.225,.255,1254.067
1,.704,.788,399.1791,.03,.3831768,.418,546,1254.067,.255,.225,854.888
0,.496,.288,0,-.01875,0,.172,547,968.7969,.2,.21875,968.7969
1,.496,.71,0,.01875,0,.172,547,968.7969,.21875,.2,968.7969
0,.696,.33,457.4658,-.012,.3617757,.242,548,1506.996,.263,.275,1049.53
1,.304,.666,-457.4658,.012,-.3617757,.242,548,1049.53,.275,.263,1506.996
0,.32,.88,-180.5838,.05,-.3172409,.04,549,483.7065,.25,.2,664.2903
1,.68,.094,180.5838,-.05,.3172409,.04,549,664.2903,.2,.25,483.7065
0,.186,.18,-157.0539,-.0333333,-.6715347,.274,550,164.0697,.1666667,.2,321.1236
1,.812,.812,157.0539,.0333333,.6715347,.274,550,321.1236,.2,.1666667,164.0697
0,.308,.624,-403.894,.006,-.347989,.222,551,970.3937,.226,.22,1374.288
1,.692,.376,403.894,-.006,.347989,.222,551,1374.288,.22,.226,970.3937
0,.34,.654,-337.9396,.01,-.2822324,.222,552,1036.348,.23,.22,1374.288
1,.66,.336,337.9396,-.01,.2822324,.222,552,1374.288,.22,.23,1036.348
0,.424,.336,-122.3331,-.01,-.1404903,.306,553,811.0239,.22,.23,933.357
1,.576,.654,122.3331,.01,.1404903,.306,553,933.357,.23,.22,811.0239
0,.054,.418,-1618.113,0,-1.470942,.29,554,482.5386,.21,.21,2100.651
1,.946,.418,1618.113,0,1.470942,.29,554,2100.651,.21,.21,482.5386
0,.03,.346,-1746.79,-.01,-1.781097,.29,555,353.8616,.2,.21,2100.651
1,.97,.636,1746.79,.01,1.781097,.29,555,2100.651,.21,.2,353.8616
0,.322,.062,-123.4799,-.065,-.3105602,.604,556,339.0544,.2,.265,462.5344
1,.678,.938,123.4799,.065,.3105602,.604,556,462.5344,.265,.2,339.0544
0,.384,.05,-82.7316,-.0775,-.1970688,.604,557,379.8028,.1875,.265,462.5344
1,.616,.948,82.7316,.0775,.1970688,.604,557,462.5344,.265,.1875,379.8028
0,.564,.266,57.95166,-.02,.1135133,.462,558,540.0513,.22,.24,482.0997
1,.436,.712,-57.95166,.02,-.1135133,.462,558,482.0997,.24,.22,540.0513
0,.496,.346,0,-.01,0,.438,559,306.1548,.25,.26,306.1548
1,.496,.636,0,.01,0,.438,559,306.1548,.26,.25,306.1548
0,.134,.88,-913.0688,.05,-.8865895,.378,560,639.9243,.25,.2,1552.993
1,.866,.094,913.0688,-.05,.8865895,.378,560,1552.993,.2,.25,639.9243
0,.118,.418,-942.6841,0,-.933974,.378,561,610.309,.2,.2,1552.993
1,.88,.418,942.6841,0,.933974,.378,561,1552.993,.2,.2,610.309
0,.438,.418,-97.61023,0,-.1117691,.804,562,825.4241,.25,.25,923.0343
1,.562,.418,97.61023,0,.1117691,.804,562,923.0343,.25,.25,825.4241
0,.438,.418,-97.61011,0,-.111769,.79,563,825.4241,.25,.25,923.0342
1,.562,.418,97.61011,0,.111769,.79,563,923.0342,.25,.25,825.4241
0,.084,.63,-857.2362,.0074,-1.182919,.156,564,378.6565,.265,.2576,1235.893
1,.916,.37,857.2362,-.0074,1.182919,.156,564,1235.893,.2576,.265,378.6565
0,.436,.418,-71.61005,0,-.1127954,.868,565,599.7344,.205,.205,671.3445
1,.562,.418,71.61005,0,.1127954,.868,565,671.3445,.205,.205,599.7344
0,.298,.418,-349.4067,0,-.3712956,.558,566,777.1302,.225,.225,1126.537
1,.7,.418,349.4067,0,.3712956,.558,566,1126.537,.225,.225,777.1302
0,.464,.192,-22.12714,-.03,-.0594234,.288,567,361.4101,.2,.23,383.5372
1,.534,.788,22.12714,.03,.0594234,.288,567,383.5372,.23,.2,361.4101
0,.466,.336,-36.8786,-.01,-.0584962,.194,568,612.1844,.22,.23,649.063
1,.534,.654,36.8786,.01,.0584962,.194,568,649.063,.23,.22,612.1844
0,.292,.636,-190.2934,.01,-.3893456,.342,569,399.7638,.21,.2,590.0573
1,.708,.346,190.2934,-.01,.3893456,.342,569,590.0573,.2,.21,399.7638
0,.414,.146,-54.00824,-.04,-.1602735,.198,570,310.6924,.21,.25,364.7006
1,.586,.842,54.00824,.04,.1602735,.198,570,364.7006,.25,.21,310.6924
0,.17,.398,-75.49535,-.0033333,-.7129498,.064,571,72.59167,.1666667,.17,148.087
1,.828,.6,75.49535,.0033333,.7129498,.064,571,148.087,.17,.1666667,72.59167
0,.336,.094,-145.1833,-.05,-.286025,.322,572,438.4537,.2,.25,583.6371
1,.662,.88,145.1833,.05,.286025,.322,572,583.6371,.25,.2,438.4537
0,.276,.29,-265.8264,-.018,-.4285875,.154,573,496.7903,.232,.25,762.6167
1,.724,.71,265.8264,.018,.4285875,.154,573,762.6167,.25,.232,496.7903
0,.202,.266,-407.3238,-.02,-.6115974,.258,574,482.9696,.22,.24,890.2935
1,.796,.712,407.3238,.02,.6115974,.258,574,890.2935,.24,.22,482.9696
0,.43,.418,-66.4006,0,-.1221677,.148,575,510.9958,.25,.25,577.3964
1,.568,.418,66.4006,0,.1221677,.148,575,577.3964,.25,.25,510.9958
0,.258,.22,-500.1675,-.025,-.4888467,.036,576,793.369,.225,.25,1293.536
1,.742,.754,500.1675,.025,.4888467,.036,576,1293.536,.25,.225,793.369
0,.38,.698,-168.0826,.015,-.2025809,.95,577,748.5002,.255,.24,916.5828
1,.618,.294,168.0826,-.015,.2025809,.95,577,916.5828,.24,.255,748.5002
0,.236,.654,-239.1563,.01,-.5272195,.984,578,344.499,.23,.22,583.6553
1,.764,.336,239.1563,-.01,.5272195,.984,578,583.6553,.22,.23,344.499
0,.414,.418,-359.9969,0,-.1621057,.192,579,2045.617,.25,.25,2405.614
1,.586,.418,359.9969,0,.1621057,.192,579,2405.614,.25,.25,2045.617
0,.362,.698,-221.1953,.015,-.238463,.852,580,821.3809,.25,.235,1042.576
1,.638,.294,221.1953,-.015,.238463,.852,580,1042.576,.235,.25,821.3809
0,.246,.672,-56.10065,.0125,-.5108256,.012,581,84.15097,.2,.1875,140.2516
1,.752,.31,56.10065,-.0125,.5108256,.012,581,140.2516,.1875,.2,84.15097
0,.246,.672,-56.10065,.0125,-.5108256,.01,582,84.15097,.2,.1875,140.2516
1,.752,.31,56.10065,-.0125,.5108256,.01,582,140.2516,.1875,.2,84.15097
0,.262,.418,-133.239,0,-.4780358,.008,583,217.39,.2,.2,350.629
1,.738,.418,133.239,0,.4780358,.008,583,350.629,.2,.2,217.39
0,.246,.672,-56.10065,.0125,-.5108256,.002,584,84.15097,.2,.1875,140.2516
1,.752,.31,56.10065,-.0125,.5108256,.002,584,140.2516,.1875,.2,84.15097
0,.334,.712,-283.0562,.02,-.2894545,.016,585,843.1855,.25,.23,1126.242
1,.664,.266,283.0562,-.02,.2894545,.016,585,1126.242,.23,.25,843.1855
0,.128,.056,-898.4653,-.0724,-.9019266,.246,586,613.5607,.2051,.2775,1512.026
1,.87,.944,898.4653,.0724,.9019266,.246,586,1512.026,.2775,.2051,613.5607
0,.094,.212,-562.694,-.029,-1.111727,.712,587,275.8841,.2,.229,838.5781
1,.906,.788,562.694,.029,1.111727,.712,587,838.5781,.229,.2,275.8842
0,.37,.418,-140.6733,0,-.228106,.058,588,549.0366,.23,.23,689.71
1,.63,.418,140.6733,0,.228106,.058,588,689.71,.23,.23,549.0366
0,.078,.192,-386.8155,-.03,-1.211445,.18,589,164.0207,.22,.25,550.8362
1,.92,.788,386.8155,.03,1.211445,.18,589,550.8362,.25,.22,164.0207
0,.302,.38,-198.0472,-.005,-.3642247,.566,590,450.7243,.22,.225,648.7715
1,.696,.604,198.0472,.005,.3642247,.566,590,648.7715,.225,.22,450.7243
0,.446,.666,-92.6347,.012,-.1015206,.448,591,866.938,.25,.238,959.5727
1,.554,.33,92.6347,-.012,.1015206,.448,591,959.5727,.238,.25,866.938
0,.34,.754,-97.63193,.025,-.2789485,.93,592,303.4505,.25,.225,401.0824
1,.658,.22,97.63193,-.025,.2789485,.93,592,401.0824,.225,.25,303.4505
0,.478,.418,-40.27087,0,-.032587,.33,593,1215.77,.25,.25,1256.041
1,.522,.418,40.27087,0,.032587,.33,593,1256.041,.25,.25,1215.77
0,.074,.258,-758.8074,-.0205,-1.251729,.09,594,303.9626,.2175,.238,1062.77
1,.926,.742,758.8074,.0205,1.251729,.09,594,1062.77,.238,.2175,303.9626
0,.464,.418,-62.05957,0,-.0601685,.09,595,1000.71,.238,.238,1062.77
1,.536,.418,62.05957,0,.0601685,.09,595,1062.77,.238,.238,1000.71
0,.078,.826,-551.5264,.0383333,-1.225096,.072,596,229.3731,.205,.1666667,780.8995
1,.922,.164,551.5264,-.0383333,1.225096,.072,596,780.8995,.1666667,.205,229.3731
0,.606,.034,134.0158,-.0833333,.1882799,.068,597,780.8995,.1666667,.25,646.8837
1,.394,.962,-134.0158,.0833333,-.1882799,.068,597,646.8837,.25,.1666667,780.8995
0,.122,.13,-389.1611,-.045,-.9202828,.068,598,257.7226,.205,.25,646.8837
1,.878,.864,389.1611,.045,.9202828,.068,598,646.8837,.25,.205,257.7226
0,.244,.266,-172.6741,-.02,-.5128236,.044,599,257.7226,.205,.225,430.3967
1,.756,.712,172.6741,.02,.5128236,.044,599,430.3967,.225,.205,257.7226
0,.532,.08,25.77225,-.0583333,.0581559,.044,600,456.169,.1666667,.225,430.3967
1,.466,.918,-25.77225,.0583333,-.0581559,.044,600,430.3967,.225,.1666667,456.169
0,.18,.826,-221.6427,.0383333,-.6875134,.208,601,224.1614,.205,.1666667,445.804
1,.818,.164,221.6427,-.0383333,.6875134,.208,601,445.804,.1666667,.205,224.1614
0,.182,.826,-226.7959,.0383333,-.6875133,.128,602,229.3731,.205,.1666667,456.169
1,.816,.164,226.7959,-.0383333,.6875133,.128,602,456.169,.1666667,.205,229.3731
0,.18,.826,-226.7959,.0383333,-.6875134,.202,603,229.3731,.205,.1666667,456.169
1,.82,.164,226.7959,-.0383333,.6875134,.202,603,456.169,.1666667,.205,229.3731
0,.612,.034,136.5929,-.0833333,.1915746,.14,604,783.4767,.1666667,.25,646.8838
1,.388,.962,-136.5929,.0833333,-.1915746,.14,604,646.8838,.25,.1666667,783.4767
0,.122,.13,-389.1612,-.045,-.9202828,.14,605,257.7226,.205,.25,646.8838
1,.878,.864,389.1612,.045,.9202828,.14,605,646.8838,.25,.205,257.7226
0,.076,.826,-556.6808,.0383333,-1.231676,.188,606,229.3731,.205,.1666667,786.054
1,.922,.164,556.6808,-.0383333,1.231676,.188,606,786.054,.1666667,.205,229.3731
0,.078,.826,-551.5264,.0383333,-1.225096,.136,607,229.3731,.205,.1666667,780.8995
1,.922,.164,551.5264,-.0383333,1.225096,.136,607,780.8995,.1666667,.205,229.3731
0,.074,.826,-566.8356,.0383333,-1.244511,.204,608,229.3731,.205,.1666667,796.2087
1,.924,.164,566.8356,-.0383333,1.244511,.204,608,796.2087,.1666667,.205,229.3731
0,.232,.826,-162.3652,.0383333,-.5352441,.16,609,229.3731,.205,.1666667,391.7383
1,.766,.164,162.3652,-.0383333,.5352441,.16,609,391.7383,.1666667,.205,229.3731
0,.23,.826,-162.3652,.0383333,-.5352442,.124,610,229.3731,.205,.1666667,391.7383
1,.768,.164,162.3652,-.0383333,.5352442,.124,610,391.7383,.1666667,.205,229.3731
0,.232,.826,-162.3652,.0383333,-.5352441,.074,611,229.3731,.205,.1666667,391.7383
1,.766,.164,162.3652,-.0383333,.5352441,.074,611,391.7383,.1666667,.205,229.3731
0,.18,.826,-226.7959,.0383333,-.6875134,.022,612,229.3731,.205,.1666667,456.169
1,.818,.164,226.7959,-.0383333,.6875134,.022,612,456.169,.1666667,.205,229.3731
0,.182,.826,-226.7959,.0383333,-.6875133,.034,613,229.3731,.205,.1666667,456.169
1,.816,.164,226.7959,-.0383333,.6875133,.034,613,456.169,.1666667,.205,229.3731
0,.076,.826,-561.8353,.0383333,-1.238211,.016,614,229.3731,.205,.1666667,791.2084
1,.924,.164,561.8353,-.0383333,1.238211,.016,614,791.2084,.1666667,.205,229.3731
0,.18,.826,-226.7959,.0383333,-.6875134,.046,615,229.3731,.205,.1666667,456.169
1,.82,.164,226.7959,-.0383333,.6875134,.046,615,456.169,.1666667,.205,229.3731
0,.23,.826,-162.3652,.0383333,-.5352442,.056,616,229.3731,.205,.1666667,391.7384
1,.768,.164,162.3652,-.0383333,.5352442,.056,616,391.7384,.1666667,.205,229.3731
0,.194,.418,-1475.319,0,-.6345397,.378,617,1664.857,.25,.25,3140.176
1,.806,.418,1475.319,0,.6345397,.378,617,3140.176,.25,.25,1664.857
0,.326,.418,-494.3345,0,-.3007778,.39,618,1408.725,.25,.25,1903.06
1,.672,.418,494.3345,0,.3007778,.39,618,1903.06,.25,.25,1408.725
0,.326,.418,-494.3345,0,-.3007778,.512,619,1408.725,.25,.25,1903.06
1,.672,.418,494.3345,0,.3007778,.512,619,1903.06,.25,.25,1408.725
0,.28,.418,-1085.999,0,-.414304,.372,620,2115.649,.25,.25,3201.648
1,.718,.418,1085.999,0,.414304,.372,620,3201.648,.25,.25,2115.649
0,.03,.418,-2874.615,0,-1.779911,.232,621,583.1656,.25,.25,3457.78
1,.968,.418,2874.615,0,1.779911,.232,621,3457.78,.25,.25,583.1655
0,.272,.13,-140.6292,-.045,-.4347355,.284,622,258.2464,.205,.25,398.8756
1,.728,.864,140.6292,.045,.4347355,.284,622,398.8756,.25,.205,258.2464
0,.014,.032,-393.9653,-.0833334,-2.169062,.102,623,50.83376,.1666666,.25,444.7991
1,.984,.968,393.9653,.0833334,2.169062,.102,623,444.7991,.25,.1666666,50.83377
0,.054,.094,-635.4219,-.05,-1.466337,.12,624,190.6266,.2,.25,826.0485
1,.944,.88,635.4219,.05,1.466337,.12,624,826.0485,.25,.2,190.6266
0,.314,.146,-174.2403,-.04,-.3259842,.508,625,452.1101,.21,.25,626.3504
1,.684,.842,174.2403,.04,.3259842,.508,625,626.3504,.25,.21,452.1101
0,.032,.418,-2821.07,0,-1.760988,.574,626,585.5051,.2,.2,3406.575
1,.966,.418,2821.07,0,1.760988,.574,626,3406.575,.2,.2,585.5051
0,.46,.418,-53.33881,0,-.0720723,.556,627,713.7245,.225,.225,767.0633
1,.538,.418,53.33881,0,.0720723,.556,627,767.0633,.225,.225,713.7245
0,.316,.604,-246.2404,.005,-.3247809,.876,628,641.7067,.225,.22,887.9471
1,.684,.38,246.2404,-.005,.3247809,.876,628,887.9471,.22,.225,641.7067
0,.438,.266,-91.50928,-.02,-.1087631,.876,629,796.4378,.2,.22,887.9471
1,.56,.712,91.50928,.02,.1087631,.876,629,887.9471,.22,.2,796.4378
0,.274,.654,-309.513,.01,-.4285876,.876,630,578.4341,.23,.22,887.9471
1,.724,.336,309.513,-.01,.4285876,.876,630,887.9471,.22,.23,578.4341
0,.442,.158,-63.26331,-.04,-.1053606,.246,631,569.3691,.225,.265,632.6324
1,.558,.836,63.26331,.04,.1053606,.246,631,632.6324,.265,.225,569.3691
0,.242,.418,-519.3979,0,-.5140989,.546,632,772.7628,.25,.25,1292.161
1,.756,.418,519.3979,0,.5140989,.546,632,1292.161,.25,.25,772.7628
0,.242,.418,-519.3979,0,-.5140989,.698,633,772.7628,.25,.25,1292.161
1,.756,.418,519.3979,0,.5140989,.698,633,1292.161,.25,.25,772.7628
0,.36,.418,-278.7013,0,-.2429462,.748,634,1013.459,.25,.25,1292.161
