win,dcn,drn,diffc,diffr,lndiffc,index,n,cash,roy,oroy,ocash
1,.642,.418,226.0004,0,.2457712,.84,316,1037.18,.225,.225,811.1799
0,.176,.604,-815.2157,.005,-.6956317,.682,317,811.1799,.225,.22,1626.396
1,.824,.38,815.2157,-.005,.6956317,.682,317,1626.396,.22,.225,811.1799
0,.266,.604,-589.2153,.005,-.4498605,.682,318,1037.18,.225,.22,1626.396
1,.734,.38,589.2153,-.005,.4498605,.682,318,1626.396,.22,.225,1037.18
0,.158,.174,-370.1916,-.0375,-.7887049,.392,319,308.3531,.1875,.225,678.5447
1,.842,.824,370.1916,.0375,.7887049,.392,319,678.5447,.225,.1875,308.3531
0,.212,.31,-244.1273,-.0125,-.5831724,.544,320,308.3531,.1875,.2,552.4803
1,.786,.672,244.1273,.0125,.5831724,.544,320,552.4803,.2,.1875,308.3531
0,.164,.746,-223.2314,.0208333,-.7421278,.912,321,202.8639,.1875,.1666667,426.0952
1,.836,.252,223.2314,-.0208333,.7421278,.912,321,426.0952,.1666667,.1875,202.8639
0,.316,.746,-117.7422,.0208333,-.3234175,.912,322,308.3531,.1875,.1666667,426.0952
1,.682,.252,117.7422,-.0208333,.3234175,.912,322,426.0952,.1666667,.1875,308.3531
0,.168,.582,-219.1741,.0000333,-.7223251,.912,323,206.9211,.1667,.1666667,426.0952
1,.832,.414,219.1741,-.0000333,.7223251,.912,323,426.0952,.1666667,.1667,206.9211
0,.146,.094,-349.7028,-.05,-.826996,.15,324,271.8376,.2,.25,621.5403
1,.854,.88,349.7028,.05,.826996,.15,324,621.5403,.25,.2,271.8376
0,.552,.146,125.7755,-.04,.0983358,.58,325,1342.959,.21,.25,1217.183
1,.448,.842,-125.7755,.04,-.0983358,.58,325,1217.183,.25,.21,1342.959
0,.35,.13,-615.3674,-.045,-.2581283,.902,326,2089.498,.255,.3,2704.865
1,.65,.87,615.3674,.045,.2581283,.902,326,2704.865,.3,.255,2089.498
0,.308,.346,-422.9533,-.01,-.3464768,.74,327,1021.437,.255,.265,1444.391
1,.69,.636,422.9533,.01,.3464768,.74,327,1444.391,.265,.255,1021.437
0,.096,.418,-408.5678,0,-1.08619,.488,328,208.1383,.22,.22,616.7061
1,.902,.418,408.5678,0,1.08619,.488,328,616.7061,.22,.22,208.1383
0,.2,.22,-515.7611,-.025,-.6138154,.886,329,608.5916,.225,.25,1124.353
1,.798,.754,515.7611,.025,.6138154,.886,329,1124.353,.25,.225,608.5916
0,.052,.258,-3199.164,-.02,-1.499899,.754,330,918.9733,.25,.27,4118.137
1,.948,.734,3199.164,.02,1.499899,.754,330,4118.137,.27,.25,918.9731
0,.68,.052,343.7327,-.075,.3168206,.872,331,1265.871,.225,.3,922.1379
1,.32,.948,-343.7327,.075,-.3168206,.872,331,922.1379,.3,.225,1265.871
0,.41,.31,-48.5744,-.0125,-.172091,.168,332,258.669,.1875,.2,307.2434
1,.59,.672,48.5744,.0125,.172091,.168,332,307.2434,.2,.1875,258.669
0,.1,.914,-202.8281,.055,-1.079264,.168,333,104.4154,.255,.2,307.2434
1,.9,.084,202.8281,-.055,1.079264,.168,333,307.2434,.2,.255,104.4153
0,.136,.038,-650.1086,-.0833,-.8702468,.402,334,468.5468,.1667,.25,1118.655
1,.864,.952,650.1086,.0833,.8702468,.402,334,1118.655,.25,.1667,468.5468
0,.204,.67,-509.5446,.0125,-.6078826,.402,335,609.1108,.2625,.25,1118.655
1,.796,.328,509.5446,-.0125,.6078826,.402,335,1118.655,.25,.2625,609.1108
0,.148,.038,-589.588,-.0833,-.8146271,.404,336,468.5468,.1667,.25,1058.135
1,.85,.952,589.588,.0833,.8146271,.404,336,1058.135,.25,.1667,468.5468
0,.224,.67,-449.024,.0125,-.5522629,.404,337,609.1107,.2625,.25,1058.135
1,.776,.328,449.024,-.0125,.5522629,.404,337,1058.135,.25,.2625,609.1107
0,.274,.174,-421.3017,-.0375,-.4295391,.562,338,785.2062,.2125,.25,1206.508
1,.726,.824,421.3017,.0375,.4295391,.562,338,1206.508,.25,.2125,785.2062
0,.068,.67,-872.6683,.0125,-1.284825,.562,339,333.8396,.2625,.25,1206.508
1,.93,.328,872.6683,-.0125,1.284825,.562,339,1206.508,.25,.2625,333.8396
0,.362,.418,-244.0348,0,-.2376304,.714,340,909.7616,.23,.23,1153.796
1,.638,.418,244.0348,0,.2376304,.714,340,1153.796,.23,.23,909.7616
0,.018,.214,-5536.973,-.027,-2.079756,.738,341,790.7117,.21,.237,6327.685
1,.98,.782,5536.973,.027,2.079756,.738,341,6327.685,.237,.21,790.7119
0,.368,.38,-176.564,-.005,-.2298411,.986,342,683.2974,.245,.25,859.8614
1,.63,.604,176.564,.005,.2298411,.986,342,859.8614,.25,.245,683.2974
0,.256,.598,-333.7224,.003,-.4912058,.986,343,526.139,.253,.25,859.8614
1,.742,.402,333.7224,-.003,.4912058,.986,343,859.8614,.25,.253,526.139
0,.488,.336,-10.22998,-.01,-.0119686,.986,344,849.6314,.24,.25,859.8614
1,.51,.654,10.22998,.01,.0119686,.986,344,859.8614,.25,.24,849.6314
0,.494,.266,-7.809082,-.02,-.0049875,.954,345,1561.823,.23,.25,1569.632
1,.504,.712,7.809082,.02,.0049875,.954,345,1569.632,.25,.23,1561.823
0,.27,.734,-554.447,.02,-.4357705,.954,346,1015.185,.27,.25,1569.632
1,.728,.258,554.447,-.02,.4357705,.954,346,1569.632,.25,.27,1015.185
0,.188,.418,-627.267,0,-.665262,.724,347,663.7745,.225,.225,1291.042
1,.81,.418,627.267,0,.665262,.724,347,1291.042,.225,.225,663.7745
0,.342,.22,-261.6052,-.025,-.2769099,.414,348,819.9568,.225,.25,1081.562
1,.658,.754,261.6052,.025,.2769099,.414,348,1081.562,.25,.225,819.9568
0,.162,.418,-583.7311,0,-.7759011,.414,349,497.8309,.25,.25,1081.562
1,.838,.418,583.7311,0,.7759011,.414,349,1081.562,.25,.25,497.8309
0,.198,.31,-519.306,-.0125,-.6165708,.45,350,609.1107,.2625,.275,1128.417
1,.8,.69,519.306,.0125,.6165708,.45,350,1128.417,.275,.2625,609.1107
0,.462,.22,-78.09106,-.025,-.0717153,.45,351,1050.326,.25,.275,1128.417
1,.538,.754,78.09106,.025,.0717153,.45,351,1128.417,.275,.25,1050.326
0,.226,.67,-441.215,.0125,-.5448555,.68,352,609.1107,.2625,.25,1050.326
1,.774,.328,441.215,-.0125,.5448555,.68,352,1050.326,.25,.2625,609.1107
0,.344,.038,-249.8917,-.0833,-.2717015,.68,353,800.434,.1667,.25,1050.326
1,.656,.952,249.8917,.0833,.2717015,.68,353,1050.326,.25,.1667,800.434
0,.112,.88,-334.5719,.05,-.9932518,.41,354,196.807,.25,.2,531.3788
1,.886,.094,334.5719,-.05,.9932518,.41,354,531.3788,.2,.25,196.807
0,.294,.142,-94.46735,-.0416667,-.3856624,.616,355,200.7431,.125,.1666667,295.2105
1,.704,.856,94.46735,.0416667,.3856624,.616,355,295.2105,.1666667,.125,200.7431
0,.276,.636,-74.78667,.01,-.4238143,.314,356,141.701,.19,.18,216.4877
1,.722,.346,74.78667,-.01,.4238143,.314,356,216.4877,.18,.19,141.701
0,.11,.336,-389.6078,-.01,-1.017756,.406,357,220.4939,.19,.2,610.1016
1,.888,.654,389.6078,.01,1.017756,.406,357,610.1016,.2,.19,220.4939
0,.276,.636,-74.78667,.01,-.4238143,.31,358,141.701,.19,.18,216.4877
1,.722,.346,74.78667,-.01,.4238143,.31,358,216.4877,.18,.19,141.701
0,.174,.99,-409.0309,.145,-.7070657,.392,359,397.8777,.35,.205,806.9086
1,.826,.01,409.0309,-.145,.7070657,.392,359,806.9086,.205,.35,397.8777
0,.114,.294,-507.762,-.015,-.9922766,.392,360,299.1466,.19,.205,806.9086
1,.886,.698,507.762,.015,.9922766,.392,360,806.9086,.205,.19,299.1466
0,.068,.418,-598.4758,0,-1.322945,.478,361,217.2749,.22,.22,815.7507
1,.932,.418,598.4758,0,1.322945,.478,361,815.7507,.22,.22,217.2749
0,.354,.138,-589.9253,-.043,-.2476519,.758,362,2099.274,.26,.303,2689.2
1,.644,.862,589.9253,.043,.2476519,.758,362,2689.2,.303,.26,2099.274
0,.366,.636,-325.1483,.01,-.2325194,.72,363,1242.091,.26,.25,1567.239
1,.634,.346,325.1483,-.01,.2325194,.72,363,1567.239,.25,.26,1242.091
0,.352,.418,-287.3382,0,-.2543961,.938,364,991.9072,.25,.25,1279.245
1,.648,.418,287.3382,0,.2543961,.938,364,1279.245,.25,.25,991.9072
0,.266,.22,-462.4964,-.025,-.4486938,.938,365,816.749,.225,.25,1279.245
1,.732,.754,462.4964,.025,.4486938,.938,365,1279.245,.25,.225,816.749
0,.36,.192,-273.0199,-.03,-.2400642,.938,366,1006.225,.22,.25,1279.245
1,.638,.788,273.0199,.03,.2400642,.938,366,1279.245,.25,.22,1006.225
0,.332,.094,-326.6996,-.05,-.2948875,.938,367,952.5457,.2,.25,1279.245
1,.668,.88,326.6996,.05,.2948875,.938,367,1279.245,.25,.2,952.5457
0,.09,.336,-865.9507,-.01,-1.129865,.938,368,413.2946,.24,.25,1279.245
1,.91,.654,865.9507,.01,1.129865,.938,368,1279.245,.25,.24,413.2947
0,.276,.31,-83.9957,-.0125,-.4278155,.174,369,157.3239,.1875,.2,241.3196
1,.724,.672,83.9957,.0125,.4278155,.174,369,241.3196,.2,.1875,157.3239
0,.166,.31,-168.6819,-.0125,-.741461,.256,370,153.4867,.1875,.2,322.1686
1,.834,.672,168.6819,.0125,.741461,.256,370,322.1686,.2,.1875,153.4867
0,.25,.88,-128.4022,.05,-.5084215,.256,371,193.7664,.25,.2,322.1686
1,.75,.094,128.4022,-.05,.5084215,.256,371,322.1686,.2,.25,193.7664
0,.41,.31,-37.94958,-.0125,-.1710952,.362,372,203.3699,.1875,.2,241.3195
1,.588,.672,37.94958,.0125,.1710952,.362,372,241.3195,.2,.1875,203.3699
0,.142,.128,-1250.917,-.046,-.8346468,.754,373,959.2919,.225,.271,2210.209
1,.858,.87,1250.917,.046,.8346468,.754,373,2210.209,.271,.225,959.292
0,.226,.63,-298.7334,.0075,-.5451311,.632,374,412.1402,.22,.2125,710.8737
1,.774,.368,298.7334,-.0075,.5451311,.632,374,710.8737,.2125,.22,412.1402
0,.448,.368,-36.38663,-.0075,-.0974638,.646,375,355.4368,.2125,.22,391.8235
1,.55,.63,36.38663,.0075,.0974638,.646,375,391.8235,.22,.2125,355.4368
0,.004,.4,-74.05734,-.0033,-3.010621,.57,376,3.837168,.1667,.17,77.89451
1,.994,.6,74.05734,.0033,3.010621,.57,376,77.89451,.17,.1667,3.837166
0,.142,.128,-1250.917,-.046,-.8346467,.672,377,959.2919,.225,.271,2210.208
1,.858,.87,1250.917,.046,.8346467,.672,377,2210.208,.271,.225,959.292
0,.526,.418,57.21753,0,.0487901,.708,378,1201.57,.26,.26,1144.353
1,.472,.418,-57.21753,0,-.0487901,.708,378,1144.353,.26,.26,1201.57
0,.324,.37,-317.6342,-.007,-.3069998,.718,379,883.9362,.253,.26,1201.57
1,.676,.626,317.6342,.007,.3069998,.718,379,1201.57,.26,.253,883.9362
0,.372,.754,-263.2012,.025,-.2188792,.86,380,1075.692,.275,.25,1338.893
1,.628,.22,263.2012,-.025,.2188792,.86,380,1338.893,.25,.275,1075.692
0,.11,.188,-246.0357,-.0333,-1.017807,.158,381,139.2297,.1667,.2,385.2654
1,.89,.81,246.0357,.0333,1.017807,.158,381,385.2654,.2,.1667,139.2297
0,.19,.712,-185.0036,.02,-.6543067,.158,382,200.2619,.22,.2,385.2654
1,.81,.266,185.0036,-.02,.6543067,.158,382,385.2654,.2,.22,200.2619
0,.052,.672,-281.5107,.0125,-1.499876,.146,383,80.8676,.2,.1875,362.3784
1,.948,.31,281.5107,-.0125,1.499876,.146,383,362.3784,.1875,.2,80.86761
0,.168,.418,-400.3073,0,-.7175633,.098,384,381.4509,.25,.25,781.7582
1,.83,.418,400.3073,0,.7175633,.098,384,781.7582,.25,.25,381.4509
0,.216,.09,-1740.565,-.05,-.5701734,.1,385,2264.669,.25,.3,4005.235
1,.784,.906,1740.565,.05,.5701734,.1,385,4005.235,.3,.25,2264.669
0,.05,.038,-449.6109,-.0833,-1.501013,.424,386,128.9676,.1667,.25,578.5785
1,.948,.952,449.6109,.0833,1.501013,.424,386,578.5785,.25,.1667,128.9676
0,.426,.176,-74.47052,-.035,-.1377838,.424,387,504.108,.215,.25,578.5785
1,.574,.82,74.47052,.035,.1377838,.424,387,578.5785,.25,.215,504.108
0,.174,.13,-292.1535,-.045,-.7030976,.38,388,286.425,.205,.25,578.5785
1,.826,.864,292.1535,.045,.7030976,.38,388,578.5785,.25,.205,286.425
0,.024,.988,-9122.611,.14,-2.017839,.82,389,1398.733,.4,.26,10521.34
1,.976,.01,9122.611,-.14,2.017839,.82,389,10521.34,.26,.4,1398.733
0,.034,.97,-10223.42,.09,-1.717065,.898,390,2237.973,.35,.26,12461.4
1,.966,.028,10223.42,-.09,1.717065,.898,390,12461.4,.26,.35,2237.973
0,.424,.418,-178.0419,0,-.141806,.774,391,1168.614,.22,.22,1346.656
1,.576,.418,178.0419,0,.141806,.774,391,1346.656,.22,.22,1168.614
0,.14,.146,-876.0786,-.04,-.8487952,.866,392,655.3404,.23,.27,1531.419
1,.86,.842,876.0786,.04,.8487952,.866,392,1531.419,.27,.23,655.3404
0,.524,.266,28.52795,-.02,.0366694,.874,393,792.3279,.2,.22,763.8
1,.476,.712,-28.52795,.02,-.0366694,.874,393,763.8,.22,.2,792.3279
0,.352,.4,-115.4865,-.003,-.2557592,.622,394,396.2594,.21,.213,511.746
1,.648,.598,115.4865,.003,.2557592,.622,394,511.746,.213,.21,396.2594
0,.288,.636,-531.9,.01,-.4054707,.826,395,1063.782,.24,.23,1595.682
1,.712,.346,531.9,-.01,.4054707,.826,395,1595.682,.23,.24,1063.782
0,.388,.336,-171.4412,-.01,-.1928059,.85,396,806.2228,.21,.22,977.6639
1,.612,.654,171.4412,.01,.1928059,.85,396,977.6639,.22,.21,806.2228
0,.214,.664,-679.4805,.01,-.5785893,.914,397,867.2145,.27,.26,1546.695
1,.786,.334,679.4805,-.01,.5785893,.914,397,1546.695,.26,.27,867.2145
0,.384,.418,-273.7078,0,-.1947541,.914,398,1272.987,.26,.26,1546.695
1,.614,.418,273.7078,0,.1947541,.914,398,1546.695,.26,.26,1272.987
0,.428,.734,-179.493,.02,-.1233541,.914,399,1367.202,.28,.26,1546.695
1,.57,.258,179.493,-.02,.1233541,.914,399,1546.695,.26,.28,1367.202
0,.3,.31,-116.3961,-.0125,-.3666252,.43,400,262.83,.1875,.2,379.2261
1,.698,.672,116.3961,.0125,.3666252,.43,400,379.2261,.2,.1875,262.83
0,.142,.192,-987.4896,-.03,-.8337697,.652,401,758.4521,.25,.28,1745.942
1,.856,.788,987.4896,.03,.8337697,.652,401,1745.942,.28,.25,758.4521
0,.306,.258,-555.6975,-.02,-.3509769,.884,402,1321.659,.25,.27,1877.357
1,.692,.734,555.6975,.02,.3509769,.884,402,1877.357,.27,.25,1321.659
0,.192,.346,-1490.141,-.01,-.6538648,.832,403,1614.527,.25,.26,3104.668
1,.808,.636,1490.141,.01,.6538648,.832,403,3104.668,.26,.25,1614.527
0,.456,.336,-69.85126,-.01,-.0871101,.332,404,767.4545,.24,.25,837.3058
1,.542,.654,69.85126,.01,.0871101,.332,404,837.3058,.25,.24,767.4545
0,.198,.218,-810.0043,-.0256,-.6198012,.262,405,943.4469,.2667,.2923,1753.451
1,.802,.78,810.0043,.0256,.6198012,.262,405,1753.451,.2923,.2667,943.4469
0,.152,.082,-316.8967,-.055,-.8041534,.47,406,256.6373,.195,.25,573.5341
1,.846,.916,316.8967,.055,.8041534,.47,406,573.5341,.25,.195,256.6373
0,.54,.146,127.4774,-.04,.0798662,.594,407,1660.725,.24,.28,1533.248
1,.46,.842,-127.4774,.04,-.0798662,.594,407,1533.248,.28,.24,1660.725
0,.454,.146,-133.8246,-.04,-.0913281,.594,408,1399.423,.24,.28,1533.248
1,.544,.842,133.8246,.04,.0913281,.594,408,1533.248,.28,.24,1399.423
0,.192,.81,-275.2964,.0333,-.6418539,.096,409,305.8848,.2,.1667,581.1812
1,.806,.188,275.2964,-.0333,.6418539,.096,409,581.1812,.1667,.2,305.8848
0,.002,.052,-553.9724,-.075,-3.459466,.478,410,17.98612,.125,.2,571.9586
1,.998,.946,553.9724,.075,3.459466,.478,410,571.9586,.2,.125,17.98615
0,.478,.22,-38.58813,-.025,-.0313397,.594,411,1212.095,.255,.28,1250.683
1,.52,.754,38.58813,.025,.0313397,.594,411,1250.683,.28,.255,1212.095
0,.65,.22,350.8011,-.025,.2598797,.724,412,1532.849,.25,.275,1182.048
1,.348,.754,-350.8011,.025,-.2598797,.724,412,1182.048,.275,.25,1532.849
0,.388,.292,-205.9052,-.015,-.1913949,.724,413,976.1426,.26,.275,1182.048
1,.61,.706,205.9052,.015,.1913949,.724,413,1182.048,.275,.26,976.1426
0,.358,.854,-353.356,.04,-.2453063,.818,414,1271.006,.3,.26,1624.362
1,.642,.144,353.356,-.04,.2453063,.818,414,1624.362,.26,.3,1271.006
0,.082,.636,-2657.586,.01,-1.193923,.532,415,1155.471,.26,.25,3813.057
1,.918,.346,2657.586,-.01,1.193923,.532,415,3813.057,.25,.26,1155.47
0,.268,.144,-545.7248,-.04,-.4418966,.83,416,982.1291,.26,.3,1527.854
1,.73,.854,545.7248,.04,.4418966,.83,416,1527.854,.3,.26,982.1291
0,.268,.788,-152.9428,.03,-.447845,.892,417,270.7259,.25,.22,423.6688
1,.732,.192,152.9428,-.03,.447845,.892,417,423.6688,.22,.25,270.7259
0,.468,.418,-23.29776,0,-.0565603,.892,418,400.371,.22,.22,423.6688
1,.532,.418,23.29776,0,.0565603,.892,418,423.6688,.22,.22,400.371
0,.238,.922,-1044.778,.06,-.5207512,.77,419,1529.036,.28,.22,2573.813
1,.76,.074,1044.778,-.06,.5207512,.77,419,2573.813,.22,.28,1529.036
0,.474,.418,-12.7356,0,-.0420505,.146,420,296.5414,.2,.2,309.277
1,.524,.418,12.7356,0,.0420505,.146,420,309.277,.2,.2,296.5414
0,.238,.922,-1044.777,.06,-.5207512,.42,421,1529.036,.28,.22,2573.813
1,.76,.074,1044.777,-.06,.5207512,.42,421,2573.813,.22,.28,1529.036
0,.522,.346,159.5947,-.01,.0349204,.686,422,4650.511,.2,.21,4490.917
1,.476,.636,-159.5947,.01,-.0349204,.686,422,4490.917,.21,.2,4650.511
0,.222,.192,-408.3902,-.03,-.5596165,.376,423,544.5193,.2,.23,952.9095
1,.778,.788,408.3902,.03,.5596165,.376,423,952.9095,.23,.2,544.5193
0,.074,.064,-680.6499,-.0633,-1.252764,.376,424,272.2597,.1667,.23,952.9095
1,.926,.936,680.6499,.0633,1.252764,.376,424,952.9095,.23,.1667,272.2596
0,.586,.14,158.3498,-.0425,.167208,.696,425,1028.403,.2575,.3,870.0535
1,.412,.86,-158.3498,.0425,-.167208,.696,425,870.0535,.3,.2575,1028.403
0,.066,.192,-534.9368,-.03,-1.343451,.234,426,188.8737,.19,.22,723.8105
1,.932,.788,534.9368,.03,1.343451,.234,426,723.8105,.22,.19,188.8737
0,.282,.192,-377.6403,-.03,-.4121097,.266,427,740.4711,.225,.255,1118.111
1,.718,.788,377.6403,.03,.4121097,.266,427,1118.111,.255,.225,740.4711
0,.416,.864,-232.4893,.045,-.1541506,.048,428,1394.936,.271,.226,1627.425
1,.584,.13,232.4893,-.045,.1541506,.048,428,1627.425,.226,.271,1394.936
0,.058,.064,-726.2968,-.0625,-1.43528,.228,429,226.9096,.1875,.25,953.2064
1,.942,.926,726.2968,.0625,1.43528,.228,429,953.2064,.25,.1875,226.9096
0,.328,.146,-214.1219,-.04,-.2976767,.24,430,617.553,.21,.25,831.6749
1,.67,.842,214.1219,.04,.2976767,.24,430,831.6749,.25,.21,617.553
0,.402,.926,-92.55945,.0625,-.1801374,.334,431,468.936,.25,.1875,561.4954
1,.598,.064,92.55945,-.0625,.1801374,.334,431,561.4954,.1875,.25,468.936
0,.124,.142,-55.13866,-.0416667,-.9162908,.326,432,36.75911,.125,.1666667,91.89777
1,.876,.856,55.13866,.0416667,.9162908,.326,432,91.89777,.1666667,.125,36.75911
0,.25,.142,-36.64861,-.0416667,-.5088236,.326,433,55.24916,.125,.1666667,91.89777
1,.75,.856,36.64861,.0416667,.5088236,.326,433,91.89777,.1666667,.125,55.24916
0,.124,.142,-55.13866,-.0417,-.9162908,.268,434,36.75911,.125,.1667,91.89777
1,.876,.858,55.13866,.0417,.9162908,.268,434,91.89777,.1667,.125,36.75911
0,.156,.672,-155.5352,.0125,-.7949299,.088,435,128.0878,.2,.1875,283.623
1,.844,.31,155.5352,-.0125,.7949299,.088,435,283.623,.1875,.2,128.0878
0,.734,.022,538.0421,-.11,.4567058,.356,436,1467.521,.23,.34,929.4786
1,.264,.978,-538.0421,.11,-.4567058,.356,436,929.4786,.34,.23,1467.521
0,.022,.418,-2554.438,0,-2.018013,.554,437,391.5828,.2,.2,2946.02
1,.976,.418,2554.438,0,2.018013,.554,437,2946.02,.2,.2,391.5828
0,.038,.418,-2378.408,0,-1.646772,.554,438,567.6121,.2,.2,2946.02
1,.962,.418,2378.408,0,1.646772,.554,438,2946.02,.2,.2,567.6121
0,.07,.88,-2115.279,.05,-1.265892,.554,439,830.7411,.25,.2,2946.021
1,.928,.094,2115.279,-.05,1.265892,.554,439,2946.02,.2,.25,830.741
0,.206,.974,-1326.585,.1,-.5983775,.554,440,1619.436,.3,.2,2946.02
1,.792,.024,1326.585,-.1,.5983775,.554,440,2946.02,.2,.3,1619.436
0,.024,.008,-3569.641,-.15,-1.954503,.17,441,589.0096,.2,.35,4158.65
1,.974,.99,3569.641,.15,1.954503,.17,441,4158.65,.35,.2,589.0098
0,.156,.12,-2278.217,-.05,-.7936884,.17,442,1880.433,.3,.35,4158.65
1,.842,.878,2278.217,.05,.7936884,.17,442,4158.65,.35,.3,1880.433
0,.012,.028,-3734.815,-.09,-2.283602,.17,443,423.8349,.26,.35,4158.65
1,.988,.97,3734.815,.09,2.283602,.17,443,4158.65,.35,.26,423.835
0,.518,.12,118.4492,-.05,.0280845,.17,444,4277.1,.3,.35,4158.65
1,.48,.878,-118.4492,.05,-.0280845,.17,444,4158.65,.35,.3,4277.1
0,.01,.008,-3787.88,-.15,-2.417362,.17,445,370.7708,.2,.35,4158.65
1,.99,.99,3787.88,.15,2.417362,.17,445,4158.65,.35,.2,370.7708
0,.144,.026,-2350.542,-.1,-.8329091,.17,446,1808.109,.25,.35,4158.65
1,.856,.974,2350.542,.1,.8329091,.17,446,4158.65,.35,.25,1808.109
0,.608,.752,65.42502,.025,.1902792,.218,447,377.5862,.205,.18,312.1612
1,.39,.246,-65.42502,-.025,-.1902792,.218,447,312.1612,.18,.205,377.5862
0,.42,.754,-51.55032,.025,-.1471759,.114,448,325.1203,.2125,.1875,376.6706
1,.58,.22,51.55032,-.025,.1471759,.114,448,376.6706,.1875,.2125,325.1203
0,.23,.672,-157.2508,.0125,-.5403844,.126,449,219.4198,.2,.1875,376.6706
1,.77,.31,157.2508,-.0125,.5403844,.126,449,376.6706,.1875,.2,219.4198
0,.42,.754,-51.55032,.025,-.1471759,.126,450,325.1203,.2125,.1875,376.6706
1,.58,.22,51.55032,-.025,.1471759,.126,450,376.6706,.1875,.2125,325.1203
0,.936,.672,164.5648,.0125,1.386294,.218,451,219.4198,.2,.1875,54.85493
1,.064,.31,-164.5648,-.0125,-1.386294,.218,451,54.85494,.1875,.2,219.4198
0,.968,.754,269.74,.025,1.777886,.218,452,324.5949,.2125,.1875,54.85495
1,.032,.22,-269.74,-.025,-1.777886,.218,452,54.85494,.1875,.2125,324.5949
0,.09,.038,-767.9692,-.0833,-1.131402,.02,453,365.6996,.1667,.25,1133.669
1,.91,.952,767.9692,.0833,1.131402,.02,453,1133.669,.25,.1667,365.6996
0,.884,.094,880.4646,-.05,.9552037,.354,454,1431.03,.2,.25,550.5657
1,.116,.88,-880.4646,.05,-.9552037,.354,454,550.5657,.25,.2,1431.03
0,.71,.88,179.8514,.05,.3955147,.312,455,550.5656,.25,.2,370.7142
1,.29,.094,-179.8514,-.05,-.3955147,.312,455,370.7142,.2,.25,550.5656
0,.486,.418,-7.487701,0,-.0201947,.34,456,367.0438,.25,.25,374.5315
1,.514,.418,7.487701,0,.0201947,.34,456,374.5315,.25,.25,367.0438
0,.45,.636,-135.2888,.01,-.0970617,.572,457,1327.293,.26,.25,1462.582
1,.55,.346,135.2888,-.01,.0970617,.572,457,1462.582,.25,.26,1327.293
0,.102,.906,-768.6566,.05,-1.06784,.678,458,402.6297,.305,.255,1171.286
1,.896,.09,768.6566,-.05,1.06784,.678,458,1171.286,.255,.305,402.6297
0,.418,.088,-129.5912,-.0525,-.1481872,.622,459,811.3143,.205,.2575,940.9055
1,.582,.91,129.5912,.0525,.1481872,.622,459,940.9055,.2575,.205,811.3143
0,.14,.192,-736.665,-.03,-.8392777,.638,460,560.3317,.2,.23,1296.997
1,.858,.788,736.665,.03,.8392777,.638,460,1296.997,.23,.2,560.3317
0,.114,.192,-904.2545,-.03,-.960799,.666,461,560.3317,.2,.23,1464.586
1,.884,.788,904.2545,.03,.960799,.666,461,1464.586,.23,.2,560.3317
0,.336,.38,-282.4825,-.005,-.2887545,.564,462,843.826,.25,.255,1126.309
1,.664,.604,282.4825,.005,.2887545,.564,462,1126.309,.255,.25,843.826
0,.01,.754,-347.8539,.025,-2.360854,.238,463,36.23478,.275,.25,384.0887
1,.988,.22,347.8539,-.025,2.360854,.238,463,384.0887,.25,.275,36.23477
0,.364,.788,-157.124,.03,-.2337936,.452,464,596.5593,.23,.2,753.6833
1,.636,.192,157.124,-.03,.2337936,.452,464,753.6833,.2,.23,596.5593
0,.186,.402,-540.8271,-.0025,-.6729445,.642,465,563.3615,.2175,.22,1104.189
1,.814,.594,540.8271,.0025,.6729445,.642,465,1104.189,.22,.2175,563.3615
0,.144,.146,-627.3594,-.04,-.8280665,.596,466,486.7444,.21,.25,1114.104
1,.854,.842,627.3594,.04,.8280665,.596,466,1114.104,.25,.21,486.7444
0,.218,.604,-29.52469,.005,-.566054,.196,467,38.78178,.305,.3,68.30647
1,.78,.38,29.52469,-.005,.566054,.196,467,68.30647,.3,.305,38.78178
0,.42,.864,-221.3939,.045,-.1451819,.078,468,1416.922,.271,.226,1638.316
1,.578,.13,221.3939,-.045,.1451819,.078,468,1638.316,.226,.271,1416.922
0,.228,.192,-768.6803,-.03,-.5442604,.498,469,1062.692,.25,.28,1831.372
1,.772,.788,768.6803,.03,.5442604,.498,469,1831.372,.28,.25,1062.692
0,.308,.922,-81.66628,.06,-.3493756,.254,470,195.2889,.25,.19,276.9552
1,.692,.074,81.66628,-.06,.3493756,.254,470,276.9552,.19,.25,195.2889
0,.344,.672,-112.4965,.0125,-.2704972,.206,471,362.1722,.2,.1875,474.6686
1,.654,.31,112.4965,-.0125,.2704972,.206,471,474.6686,.1875,.2,362.1722
0,.32,.266,-131.3762,-.02,-.3148108,.764,472,355.0708,.2,.22,486.447
1,.678,.712,131.3762,.02,.3148108,.764,472,486.447,.22,.2,355.0708
0,.484,.18,-10.59335,-.0333333,-.0237164,.116,473,441.3914,.1666667,.2,451.9848
1,.516,.812,10.59335,.0333333,.0237164,.116,473,451.9848,.2,.1666667,441.3914
0,.016,.252,-664.0017,-.0208333,-2.143355,.25,474,88.20427,.1666667,.1875,752.206
1,.984,.746,664.0017,.0208333,2.143355,.25,474,752.206,.1875,.1666667,88.20428
0,.398,.38,-250.5,-.005,-.1846996,.552,475,1234.86,.255,.26,1485.36
